# $\sigma_8$ $n_\mathrm{s}$ $h$ $\Omega_\mathrm{b}$ $\Omega_\mathrm{m}$ $\zeta_\mathrm{UV}$ $T_\mathrm{vir}$ $E_0$ $L_\mathrm{X}$
7.828650113813578892e-01 9.579232438359409629e-01 6.690719110690056537e-01 5.009830500597134417e-02 3.503389443375169998e-01 2.636211054399609566e+01 4.406284191086887958e+00 1.062814083974808455e+03 3.903613435663282871e+01
8.031185560546815205e-01 9.833782954219728589e-01 7.011616734214126678e-01 4.812812794364988711e-02 3.222970763903111324e-01 2.098583520855754614e+01 4.567303865030408083e+00 8.732810947112739086e+02 3.969206320494413376e+01
8.296003294236957704e-01 9.480743326567113716e-01 6.564186845891176736e-01 5.258808112556115355e-02 2.964025295667350179e-01 3.408292682375758886e+01 4.357239950075745050e+00 4.524054262787103653e+02 4.082839216850697994e+01
8.266694680102169013e-01 9.843068516742438101e-01 6.905876170270144332e-01 4.518311268409714448e-02 3.358183139275759399e-01 2.576736634597182274e+01 4.425070461258291843e+00 9.134339421987533569e+02 4.054558539018034935e+01
8.001900442562996929e-01 9.464190645948052927e-01 6.753121379561721760e-01 5.128773514453321969e-02 3.069675336025655121e-01 2.766938960179686546e+01 4.649576817080379065e+00 4.343109047971665859e+02 3.993191458471119404e+01
7.836841517560184656e-01 9.731454603657127000e-01 6.948043305598199382e-01 4.900115160962566913e-02 2.789944299694150365e-01 3.492017847951501608e+01 4.376050586625933825e+00 6.300204849801957607e+02 3.933976556360721588e+01
8.167506230868398776e-01 9.588826832216232887e-01 6.495338122345506449e-01 5.198493211988360063e-02 3.260262966819107433e-01 2.176726830657571554e+01 4.598614549264311790e+00 1.050909009575843811e+03 4.020215511135756969e+01
8.219192577399313526e-01 9.648977712564170695e-01 6.665300409853458508e-01 5.313894666258246052e-02 3.192249612456187768e-01 2.499077719170600176e+01 4.323391902446746649e+00 6.725663021206855774e+02 3.906626963429152966e+01
7.954453199975192179e-01 9.608062155697494333e-01 6.813237275913357482e-01 4.758193257769569723e-02 2.904743876533582569e-01 3.064371418673545122e+01 4.502012030780315754e+00 1.093455710168927908e+03 4.046016718447208405e+01
8.053002067528665098e-01 9.773717124763876551e-01 6.548151611894368340e-01 4.958588423851877786e-02 3.000723169019445802e-01 3.182868030853569508e+01 4.472455884516238989e+00 8.426532349549233913e+02 4.080332280881702900e+01
8.383721784003078659e-01 9.496551671944558626e-01 6.996002177879214745e-01 4.715023090263828487e-02 3.471420820357278281e-01 2.242668745107948780e+01 4.653015449643135071e+00 3.635293141007423401e+02 3.965863227471709251e+01
8.348938409112393044e-01 9.722944791246205254e-01 6.581843390859662968e-01 4.796054423779249481e-02 3.132368932014331087e-01 2.071798987220972776e+01 4.327942680194973413e+00 7.296654769219458103e+02 3.915186399966478348e+01
8.088957022376358497e-01 9.553860319949686319e-01 7.029107301853597667e-01 5.302125835644081603e-02 3.420877515750005982e-01 3.387456215452402830e+01 4.547381633892655373e+00 1.152533280663192272e+03 4.026504520140588284e+01
7.916301089026034354e-01 9.808308515794575966e-01 6.633366446740924793e-01 4.626738321214914768e-02 3.334355154803022581e-01 2.846993070095777512e+01 4.476986965909600436e+00 7.836863575503230095e+02 4.098317078128457069e+01
8.260860608391463744e-01 9.455473946709185284e-01 6.780718088321388004e-01 5.019944288061931742e-02 2.864035875799134101e-01 2.656424533575773239e+01 4.698368318751454886e+00 3.065391191281378269e+02 3.961931771971285343e+01
8.133876500897109230e-01 9.788995560467242951e-01 6.990523412808775650e-01 5.063908866273239551e-02 2.933296802353113630e-01 2.345794121734797955e+01 4.423542312532663168e+00 9.669095867313444614e+02 4.074116511084139347e+01
7.873986595369875108e-01 9.537873459424823785e-01 6.538404880076645886e-01 4.609274736970662978e-02 3.220803144715726485e-01 3.286359618417918682e+01 4.600976874679327366e+00 4.897615117952227592e+02 3.984580138698220253e+01
7.962558065600693347e-01 9.690507538434117718e-01 6.863982001677155775e-01 5.206701378749684084e-02 3.488582116004079747e-01 2.983247308526188135e+01 4.374551575630903244e+00 5.744574649259448051e+02 3.937862232886254787e+01
8.307209209226071867e-01 9.623135331779718582e-01 6.711812430977821542e-01 4.864984574347734625e-02 3.017883678741752895e-01 2.417587398085743189e+01 4.550046695023775456e+00 9.973261051811277866e+02 4.002282590419054031e+01
8.313891836874186536e-01 9.792622597388923600e-01 6.474786566928029119e-01 4.700942564236000598e-02 3.166081356277689052e-01 2.684973477385938168e+01 4.381852859258651200e+00 1.166385080572217703e+03 3.987920806929469109e+01
7.974003760017455145e-01 9.515457140658051260e-01 6.922012748181819441e-01 4.946090234249830853e-02 2.883945012988522461e-01 2.869679777882993221e+01 4.593480800092220484e+00 7.437498763203620911e+02 4.051625490374863148e+01
7.885941815622150575e-01 9.681008569303900524e-01 6.741925807282328487e-01 4.770714141653850660e-02 2.981333128159865398e-01 3.360375071410089731e+01 4.432455022633075892e+00 3.204827561974525452e+02 4.023538756370544434e+01
8.141219716392457117e-01 9.640093016348779686e-01 6.889239647597074079e-01 5.327946006685495284e-02 3.446706116573884926e-01 2.050574357155710459e+01 4.642897400259971441e+00 7.978368482552468777e+02 3.934949992410838604e+01
8.248903148494660664e-01 9.699423782121390225e-01 7.021701223202049258e-01 5.184312168687582600e-02 3.377222434815019270e-01 2.396376978140324354e+01 4.466514804586767973e+00 4.756393468938767910e+02 4.047777889482676983e+01
7.908960068471729832e-01 9.556796011462808105e-01 6.569620491735637113e-01 4.887723973618820356e-02 3.094751488931477001e-01 2.956174652557820082e+01 4.658013347908855017e+00 9.529925554990768433e+02 3.912288236618041992e+01
8.082272056736051757e-01 9.824163109049200981e-01 6.829543699122965217e-01 5.141193881064654025e-02 2.816463214170187856e-01 3.309037648141384125e+01 4.315956939384340885e+00 9.832133799791336060e+02 3.965280413813889027e+01
8.337495097391307564e-01 9.445285237472503814e-01 6.677411858163774250e-01 4.532469611095264750e-02 3.280700294218957258e-01 2.374328665435314178e+01 4.508638089522719383e+00 5.605790591798722744e+02 4.075837157294154167e+01
8.376960983373223923e-01 9.671678581297398214e-01 6.788234759479760960e-01 4.879126707736403112e-02 2.958044879373162850e-01 2.156921625602990389e+01 4.483663520961999716e+00 4.203492684289813042e+02 4.029822083562612534e+01
8.041633982829750060e-01 9.604306380119175257e-01 6.635517698511480544e-01 5.219105536064133632e-02 3.240182003147900058e-01 3.466356128919869661e+01 4.690980895608663381e+00 8.992397063411772251e+02 3.916166286729276180e+01
7.942420513056218656e-01 9.757041996832936936e-01 7.064767971992492734e-01 4.596893280271441284e-02 3.509392074953764373e-01 2.785276555456221104e+01 4.333085774630307974e+00 1.036855536047369242e+03 3.956655364111065865e+01
8.211927391834557000e-01 9.505919890314340481e-01 6.612100590005516310e-01 5.049737553616985564e-02 3.044018474660813989e-01 2.600936465896666050e+01 4.541588706523180363e+00 6.157601578161120415e+02 4.095390554703772068e+01
8.179532136268913289e-01 9.840262020755559114e-01 6.709406628631054970e-01 5.033985904177651349e-02 3.111898144355043638e-01 2.266854176297783852e+01 4.367922275140881716e+00 1.107687711529433727e+03 3.983990880288183689e+01
7.844113511465490296e-01 9.487427449323236894e-01 6.857305693425237436e-01 4.639249480787664692e-02 3.394369696678593562e-01 3.201196948066353798e+01 4.557478416338563321e+00 6.865931698121130466e+02 4.069627075269818306e+01
8.008654291801154956e-01 9.741773706920444642e-01 6.507891681961714969e-01 5.289643861671909641e-02 3.309267819469794425e-01 3.038718187715858221e+01 4.418553379550576032e+00 3.777518757618963718e+02 4.004037242196500301e+01
8.278069689370691764e-01 9.572689237970858356e-01 6.955704518206418108e-01 4.781990113381296564e-02 2.845029953496530650e-01 2.479286724235862494e+01 4.606926919892430305e+00 8.566414771601557732e+02 3.943529268354177475e+01
8.288623707987368139e-01 9.724821334242821358e-01 6.622393842585384549e-01 5.104823299862444597e-02 3.454388260638341368e-01 3.148332206532359123e+01 4.576216573640704333e+00 3.964644486084580421e+02 3.919076053984463215e+01
8.019194041065871303e-01 9.582398625280708071e-01 6.774396327309309962e-01 4.542274557465687812e-02 3.006168503986671459e-01 2.207675157114863396e+01 4.399160480126738548e+00 8.175735664553940296e+02 4.033568009361624718e+01
7.817167547963559393e-01 9.849458324726670932e-01 6.589629888333380370e-01 5.167864273108542517e-02 2.921798825582489489e-01 2.557879929896444082e+01 4.625591882690787138e+00 1.118535388726741076e+03 4.092779859714210033e+01
8.152571831889450227e-01 9.470785510152578413e-01 7.041544713996350513e-01 4.930731234366074467e-02 3.186781931670382706e-01 3.123448287602514029e+01 4.449718294665217400e+00 6.396312111988663673e+02 3.953416030108928680e+01
8.203713153548538584e-01 9.767032576430588753e-01 6.869388163819909465e-01 4.727395607942715822e-02 3.254308298390358734e-01 3.433908720035105944e+01 4.672194625437259496e+00 1.076812652684748173e+03 4.067007248103618622e+01
7.934228483460843417e-01 9.490072229899465528e-01 6.721942678451537923e-01 5.344705187894403797e-02 2.807135338775813560e-01 2.118343044538050890e+01 4.452377298474312184e+00 5.979093250818550587e+02 3.980742367915809155e+01
8.070919655136763460e-01 9.655521288461983431e-01 6.977170401796698451e-01 4.690826344901696116e-02 3.075607620563358124e-01 2.612057094462215900e+01 4.522778069972991588e+00 4.664220211096107960e+02 3.946423753723502159e+01
8.406269078947603557e-01 9.614810844141989943e-01 6.529776025921105731e-01 4.982772101081908017e-02 3.341014440573751854e-01 2.802717183716595173e+01 4.301775090396404266e+00 8.875302890315651894e+02 4.007767932303249836e+01
8.364436429612338575e-01 9.814902719728648695e-01 6.935862151704728085e-01 5.272989155856892818e-02 3.034733243148773907e-01 3.018560498487204313e+01 4.676849207654595553e+00 1.028558305185288191e+03 4.061569750867784023e+01
8.109236956633627535e-01 9.461863088164478297e-01 6.487881125308573305e-01 4.825203981708735268e-02 3.482952213875949443e-01 2.453358351718634367e+01 4.497850616648793043e+00 5.511904869228601456e+02 3.997126517444849014e+01
7.898401525862515093e-01 9.716517144445330212e-01 6.912454225294292209e-01 4.997410133985803055e-02 3.203931370463222184e-01 2.287677768617868423e+01 4.527400659397244453e+00 5.130283925682306290e+02 3.925317011214792728e+01
8.238367958985268746e-01 9.547227616928517513e-01 6.764423519916832328e-01 4.649259413491934473e-02 2.938948870815336623e-01 3.227968607097864151e+01 4.347219556942581775e+00 9.356773230247199535e+02 4.014827430620789528e+01
8.111929448567331002e-01 9.697255585383623977e-01 6.557110002249478820e-01 4.586987113665789290e-02 2.869818513786420167e-01 2.905791061930358410e+01 4.574792235344648184e+00 3.307399350218474865e+02 3.902640021219849586e+01
7.856638351328670833e-01 9.629678272441030140e-01 7.009611482903361779e-01 5.086209570376203082e-02 3.316990861522033929e-01 2.715497183613479137e+01 4.350664246827363968e+00 7.533879954367876053e+02 4.039051280356943607e+01
7.982213438548148021e-01 9.782516659781337331e-01 6.655499662816524165e-01 4.836016605507582888e-02 3.415117093047126962e-01 2.037258988711982965e+01 4.624184373766183853e+00 1.182831706479191780e+03 4.085772237926721573e+01
